id_cliente,idade,cidade,data_cadastro,canal_preferencial
245,56,Aguaí,25-03-2026,Online
246,23,Aguaí,2024-01-11,Online
247,75,São João da Boa Vista,2024-11-30,Física
248,22,Aguaí,2026-08-03,Online
249,22,São João da Boa Vista,2026-06-02,Física
250,48,São José do Rio Pardo,2026-09-18,Online
251,68,Mococa,2024-07-23,Física
252,58,TambaÃº,2025-12-04,Física
253,35,Itobi,2025-07-25,Online
254,56,São José do Rio Pardo,2026-07-17,Física
255,39,Tambaú,2024-11-09,online
256,31,Tambaú,2025-04-07,Online
257,28,Mococa,2025-04-22,Online
258,66,São João da Boa Vista,2026-01-06,Online
259,61,Itobi,2024-11-28,Online
260,71,Vargem Grande do Sul,2025-03-08,Online
261,43,São João da Boa Vista,2024-10-31,Física
262,19,Aguaí,2026-05-31,Física
263,64,São João da Boa Vista,2025-09-19,Física
264,27,Aguaí,2025-12-25,Física
265,29,Aguaí,2024-06-19,Online
266,63,Mococa,2025-03-19,Online
267,21,Tambaú,2024-02-26,Física
268,26,Vargem Grande do Sul,29/03/2025,Online
269,42,Aguaí,2024-04-09,Online
270,42,Vargem Grande do Sul,2026-02-17,Física
271,33,São José do Rio Pardo,2025-05-24,Online
272,36,Itobi,2025-08-22,Online
273,46,Itobi,2024-12-23,Online
274,41,Mococa,2025-03-05,Online
275,48,São João da Boa Vista,2024-06-02,Física
276,44,Aguaí,2025-05-22,Física
277,32,São João da Boa Vista,2026-02-25,Física
278,67,São João da Boa Vista,2025-02-26,Online
279,48,Casa Branca,2025-02-26,Online
280,18,Itobi,2025-06-24,Online
281,41,Aguaí,2024-06-03,Online
282,70,Aguaí,2025-10-01,Online
283,47,Casa Branca,2025-07-03,Física
284,40,Mococa,2025-12-21,Online
285,42,Casa Branca,30/01/2026,Física
286,56,Tambaú,2026-01-13,Física
287,20,Vargem Grande do Sul,2025-02-26,Online
288,17,Tambaú,2025-02-18,Online
289,57,Mococa,2024-05-31,Online
290,58,Itobi,2025-04-21,Física
291,61,Itobi,2026-09-07,Física
292,49,Itobi,2024-01-16,Online
293,17,Tambaú,2024-01-01,Física
294,62,Itobi,2026-02-19,Física
295,36,Casa Branca,2024-01-22,Online
296,70,Mococa,2025-11-17,Online
297,62,Aguaí,2026-07-04,Física
298,63,Mococa,2024-01-08,FÍSICA
299,-1,Tambaú,2026-02-25,Online
300,54,Tambaú,2024-09-20,Online
301,28,São João da Boa Vista,2025-05-17,Física
302,43,Mococa,2025-01-07,Física
303,62,Casa Branca,2025-11-21,Física
304,34,Tambaú,2025-02-17,Online
305,71,São João da Boa Vista,2026-01-15,Física
306,27,Vargem Grande do Sul,2026-08-15,Física
307,29,Casa Branca,2026-08-07,Online
308,72,Mococa,2024-02-19,Online
309,29,São João da Boa Vista,2026-08-28,Física
310,18,Aguaí,2025-09-19,Física
311,41,Casa Branca,2026-07-04,Online
312,56,São João da Boa Vista,2026-05-19,Online
313,66,São José do Rio Pardo,2025-12-26,Física
314,61,São José do Rio Pardo,2024-07-03,Física
315,57,São José do Rio Pardo,2025-05-04,Online
316,75,São José do Rio Pardo,2026-01-24,Online
317,73,Aguaí,2024-08-28,Física
318,53,Aguaí,2026-05-11,Física
319,58,São José do Rio Pardo,2024-04-23,Física
320,66,Tambaú,2025-03-17,Online
321,41,Casa Branca,2024-06-11,Online
322,24,São João da Boa Vista,2026-08-11,Online
323,57,Casa Branca,2025-09-26,Online
324,33,Aguaí,2025-07-07,Física
325,33,Itobi,2026-06-24,Física
326,61,Aguaí,2026-09-03,Física
327,39,São João da Boa Vista,2024-01-07,Online
328,42,Mococa,2026-04-18,Física
329,47,São José do Rio Pardo,2024-01-21,Física
330,37,São José do Rio Pardo,2024-07-19,Física
331,40,Tambaú,2026-05-23,Física
332,51,Itobi,2025-07-16,Online
333,69,Vargem Grande do Sul,2025-11-25,Online
334,22,Tambaú,2024-06-14,Física
335,27,São João da Boa Vista,2026-04-07,Online
336,61,Vargem Grande do Sul,2024-08-31,Física
337,55,Vargem Grande do Sul,2026-06-21,Online
338,74,Vargem Grande do Sul,2024-02-04,Online
339,24,Mococa,2025-01-14,Física
340,53,Vargem Grande do Sul,2025-03-01,Física
341,54,Tambaú,2024-02-13,física
342,59,Aguaí,2026-03-31,Online
343,70,São José do Rio Pardo,2024-08-04,ONLINE
344,67,São José do Rio Pardo,2026-09-19,Online
345,16,Itobi,2024-06-06,Online
346,71,Mococa,2026-08-23,Online
347,27,Vargem Grande do Sul,2025-12-13,Online
348,75,Vargem Grande do Sul,2024-02-08,Online
349,56,Itobi,2025-04-06,Física
350,69,Itobi,2025-01-12,Online
351,63,São João da Boa Vista,2026-06-06,Online
352,45,Aguaí,2026-08-14,Física
353,60,Aguaí,2025-03-31,Online
354,35,Tambaú,2024-09-09,Online
355,66,São João da Boa Vista,2026-01-04,Online
356,36,Tambaú,2025-12-08,Física
357,56,São João da Boa Vista,2026-02-21,Física
358,41,Tambaú,2024-07-12,Online
359,57,Vargem Grande do Sul,2026-03-27,Física
360,25,Itobi,2025-03-15,Online
361,44,Aguaí,2026-03-11,Física
362,41,Vargem Grande do Sul,02/07/24,Física
363,44,São João da Boa Vista,2024-11-23,Física
364,52,São José do Rio Pardo,2025-01-23,Física
365,20,Aguaí,2025-06-04,Online
366,44,Tambaú,2024-01-16,Física
367,33,Tambaú,2026-01-21,Online
368,56,Aguaí,2025-05-07,Online
369,25,Casa Branca,2025-07-27,Física
370,66,São João da Boa Vista,2025-12-22,Física
371,25,Casa Branca,2024-06-05,Física
372,57,São João da Boa Vista,2025-01-03,ONLINE
373,59,Mococa,2025-12-28,Online
374,67,Aguaí,2024-01-29,Online
375,62,Tambaú,2025-02-11,Física
376,48,São José do Rio Pardo,2024-06-18,Física
377,69,São José do Rio Pardo,2024-03-29,Física
378,48,São José do Rio Pardo,2025-08-15,Física
379,71,São José do Rio Pardo,2026-07-30,Online
380,29,Mococa,2025-12-11,Online
381,63,Tambaú,2025-10-31,Física
382,39,Casa Branca,2025-06-05,Online
383,44,Mococa,2024-11-30,Online
384,56,São José do Rio Pardo,2025-08-22,Online
385,38,Casa Branca,2025-07-28,online
386,70,Vargem Grande do Sul,2026-02-23,Online
387,29,Aguaí,2025-06-03,Física
388,31,São José do Rio Pardo,2024-03-08,Física
389,0,São João da Boa Vista,2025-05-16,Física
390,16,Tambaú,2026-01-27,Online
391,21,Casa Branca,2025-12-23,Física
392,62,Vargem Grande do Sul,2024-03-25,Online
393,19,Tambaú,2025-08-11,Física
394,23,Mococa,2026-09-03,Física
395,35,Aguaí,2024-01-06,Online
396,25,Mococa,21/12/2025,Física
397,27,Aguaí,2024-08-05,Física
398,45,Itobi,2025-10-10,Online
399,72,São José do Rio Pardo,2025-05-24,Online
400,74,Tambaú,2026-05-24,Online
401,47,São João da Boa Vista,2025-05-06,Física
402,19,Mococa,2024-12-07,Online
403,17,Aguaí,2026-03-26,Física
404,31,Aguaí,2025-02-20,Online
405,57,São José do Rio Pardo,2026-06-04,Física
406,35,Mococa,2024-01-06,Física
407,63,Mococa,2025-07-08,Online
408,67,Aguaí,2024-05-31,Física
409,70,Aguaí,2026-05-25,Física
410,31,Casa Branca,2024-04-06,Física
411,43,Mococa,2025-12-25,Online
412,30,Itobi,2024-05-30,Online
413,29,Aguaí,2025-03-14,Física
414,39,Tambaú,2024-12-24,Online
415,63,Vargem Grande do Sul,2024-09-23,Física
416,62,Itobi,2024-07-05,Online
417,22,Itobi,2024-10-18,Física
418,21,TambaÃº,2025-04-09,Online
419,46,Mococa,2024-05-16,Online
420,24,Casa Branca,2025-10-09,Online
421,75,Tambaú,2026-09-06,Online
422,36,Tambaú,2025-11-16,Online
423,55,São José do Rio Pardo,2024-12-16,Física
424,25,São João da Boa Vista,2026-03-06,Física
425,999,Itobi,26/08/26,Online
426,73,Tambaú,2024-02-03,Online
427,49,Aguaí,2025-05-27,Online
428,47,Mococa,2026-05-28,Física
429,58,Vargem Grande do Sul,2024-04-25,Online
430,37,Aguaí,2025-08-23,Física
431,51,Mococa,2024-07-23,Online
432,60,São João da Boa Vista,2025-11-01,Online
433,74,Mococa,2025-02-16,Física
434,71,Tambaú,2024-04-12,Online
435,45,São João da Boa Vista,2026-09-02,Online
436,17,São José do Rio Pardo,2025-03-13,Online
437,60,Mococa,2024-09-09,Física
438,72,Mococa,2025-01-24,Online
439,75,Tambaú,2025-07-21,Online
440,39,TambaÃº,2025-04-24,Física
441,-1,Casa Branca,2026-04-11,Física
442,66,São José do Rio Pardo,2024-03-20,Online
443,66,Casa Branca,2024-11-30,Física
444,55,Mococa,2025-08-11,Online
445,51,Itobi,2024-10-29,Online
446,31,Casa Branca,2025-02-25,Física
447,24,Itobi,2026-03-27,Online
448,50,Tambaú,2024-01-30,Física
449,46,Vargem Grande do Sul,2026-03-06,Física
450,63,Mococa,2025-06-18,Física
451,36,Vargem Grande do Sul,2025-01-01,Online
452,51,Tambaú,2025-08-14,Online
453,18,Mococa,2024-03-20,Online
454,23,Mococa,2026-08-14,Online
455,25,São José do Rio Pardo,2024-11-14,física
456,56,Tambaú,2025-09-18,Física
457,17,Casa Branca,2024-11-07,Física
458,39,Casa Branca,2024-03-11,Física
459,0,Aguaí,2024-03-02,Online
460,29,Vargem Grande do Sul,2026-09-24,Online
461,74,Mococa,2024-02-19,Física
462,64,Vargem Grande do Sul,2024-06-10,Física
463,21,Vargem Grande do Sul,2024-04-11,Física
464,72,São João da Boa Vista,2025-04-06,Física
465,37,Mococa,2025-01-01,Física
466,45,Tambaú,2024-07-08,Online
467,19,São João da Boa Vista,2024-12-11,Online
468,72,Itobi,2024-05-24,Física
469,49,Itobi,2024-06-26,Online
470,55,Aguaí,2026-07-13,Online
471,74,Tambaú,2025-11-05,Online
472,66,Mococa,2026-09-17,Online
473,39,Casa Branca,2026-06-28,Online
474,34,Aguaí,2024-03-20,Online
475,67,Tambaú,2025-02-21,Online
476,67,Casa Branca,2024-07-20,Online
477,64,Tambaú,2024-08-18,Física
478,51,Tambaú,2025-06-22,Física
479,24,Vargem Grande do Sul,2026-05-24,Online
480,55,AguaÃ­,2026-05-03,Física
481,21,Mococa,2024-08-24,Online
482,73,Tambaú,2025-05-05,Online
483,47,São João da Boa Vista,2025-03-23,Online
484,52,Vargem Grande do Sul,2024-04-24,Física
485,44,São João da Boa Vista,2026-05-23,Física
486,58,Tambaú,2026-09-05,Online
487,20,Itobi,2025-08-31,Física
488,51,São José do Rio Pardo,2025-04-19,Física
489,20,Tambaú,2024-03-20,Física
490,20,Vargem Grande do Sul,2025-12-15,Online
491,47,Itobi,2024-01-12,Física
492,41,Itobi,2026-01-09,Física
493,56,Vargem Grande do Sul,2025-09-27,Física
494,24,Mococa,2024-05-22,Online
495,38,Casa Branca,2025-09-02,Física
496,24,Aguaí,2024-04-30,Física
497,51,São José do Rio Pardo,2026-05-24,ONLINE
498,66,São João da Boa Vista,2025-05-29,Física
499,32,Casa Branca,2026-05-29,Online
500,56,Itobi,2026-03-31,Online
501,63,São José do Rio Pardo,2025-01-15,Online
502,59,Aguaí,2025-12-17,Online
503,71,São João da Boa Vista,2024-02-12,Física
504,38,Casa Branca,2026-04-10,Física
505,37,Casa Branca,2024-02-21,Física
506,20,Tambaú,2024-01-02,Online
507,22,Aguaí,2024-09-01,Física
508,28,Vargem Grande do Sul,2026-07-13,Física
509,24,Itobi,2026-07-08,Online
510,22,São João da Boa Vista,2024-12-14,Online
511,20,Tambaú,2025-03-28,Online
512,59,Vargem Grande do Sul,2025-02-21,Física
513,29,Casa Branca,2024-08-26,Online
514,56,Itobi,2026-04-10,Online
515,40,Aguaí,2025-12-21,Online
516,27,Tambaú,2025-07-30,Física
517,63,Aguaí,2024-03-24,Física
518,64,Tambaú,2026-09-01,Física
519,56,Vargem Grande do Sul,2025-07-25,Online
520,17,Aguaí,2026-08-29,Física
521,66,São João da Boa Vista,2025-04-14,Online
522,66,Itobi,2026-03-01,Online
523,57,Mococa,2024-12-10,Online
524,39,Aguaí,2026-06-26,física
525,43,São João da Boa Vista,2024-07-04,Online
526,64,Vargem Grande do Sul,2025-08-31,Online
527,52,Aguaí,2026-01-30,Online
528,999,Tambaú,2025-01-17,Online
529,75,São João da Boa Vista,2026-08-17,Online
530,19,São João da Boa Vista,2025-01-03,Online
531,65,São João da Boa Vista,2026-07-14,Online
532,70,Itobi,2024-02-13,Online
533,58,Aguaí,2026-09-02,Online
534,65,Aguaí,13/01/2024,Online
535,61,Aguaí,2024-02-03,Física
536,67,Vargem Grande do Sul,2026-06-02,Física
537,33,Itobi,2026-05-07,Online
538,39,Casa Branca,2024-10-19,Física
539,23,TambaÃº,2026-02-06,Física
540,38,Vargem Grande do Sul,2024-03-28,Física
541,72,Mococa,11/02/2026,Física
542,26,Mococa,2025-07-18,Online
543,45,Tambaú,2025-09-04,Online
544,53,Aguaí,2025-11-11,Física
545,32,São José do Rio Pardo,2025-12-12,Online
546,54,Tambaú,2026-03-30,Online
547,23,Aguaí,2025-01-01,Física
548,41,São João da Boa Vista,2026-02-25,Online
549,51,Vargem Grande do Sul,07/12/2025,Física
550,31,Vargem Grande do Sul,2024-12-20,Física
551,47,Vargem Grande do Sul,2024-09-28,Online
552,64,São José do Rio Pardo,2026-01-24,Física
553,54,Tambaú,2024-10-16,Física
554,60,Casa Branca,2026-07-29,Online
555,25,Casa Branca,2025-01-18,Online
556,33,Vargem Grande do Sul,2025-12-04,Online
557,43,São João da Boa Vista,2024-07-17,Online
558,46,Casa Branca,2024-04-30,Online
559,41,Tambaú,2024-06-25,Online
560,66,Aguaí,2026-09-22,Online
561,18,Casa Branca,2025-12-21,Física
562,66,Mococa,2026-07-22,Física
563,53,Vargem Grande do Sul,2024-07-03,ONLINE
564,26,Aguaí,2026-05-25,Física
565,53,Casa Branca,2025-03-22,física
566,73,Vargem Grande do Sul,2025-11-26,Online
567,73,Mococa,2026-04-08,Online
568,17,São João da Boa Vista,2024-06-20,Física
569,70,Aguaí,2024-06-23,Online
570,24,Vargem Grande do Sul,2024-03-08,Online
571,150,Mococa,2025-07-18,Online
572,41,Aguaí,2024-07-29,Física
573,49,Aguaí,2024-03-22,Física
574,150,Aguaí,2026-09-25,Online
575,55,Mococa,2024-09-10,Online
576,17,Aguaí,2026-08-14,Online
577,-1,Itobi,2025-08-21,Física
578,23,Itobi,2026-06-01,Online
579,42,São João da Boa Vista,2026-05-12,Online
580,61,São José do Rio Pardo,2026-07-22,Online
581,52,Vargem Grande do Sul,2025-07-21,Física
582,46,Vargem Grande do Sul,2026-06-18,Física
583,29,Casa Branca,2025-09-12,Online
584,23,Casa Branca,2024-10-27,Online
585,47,Aguaí,2024-02-17,Física
586,20,Vargem Grande do Sul,2026-01-08,Física
587,43,Aguaí,2024-10-25,Online
588,67,Vargem Grande do Sul,2025-08-01,Física
589,19,Vargem Grande do Sul,2024-04-23,Online
590,45,São José do Rio Pardo,2024-05-18,Física
591,19,Tambaú,2025-01-20,Física
592,51,Aguaí,2025-04-28,Física
593,35,Itobi,2025-10-17,Física
594,16,Mococa,2025-08-31,Física
595,39,Casa Branca,2026-06-02,Online
596,58,São João da Boa Vista,2026-01-19,Física
597,39,Vargem Grande do Sul,2026-06-16,Online
598,23,Mococa,2025-07-20,Física
599,75,Vargem Grande do Sul,26/08/24,Física
600,41,Casa Branca,2026-06-24,Física
327,39,São João da Boa Vista,2024-01-07,Online
226,63,Vargem Grande do Sul,2025-07-22,Física
75,40,Mococa,2024-11-10,Física
238,26,Casa Branca,2024-12-19,Física
305,71,São João da Boa Vista,2026-01-15,Física
510,22,São João da Boa Vista,2024-12-14,Online
210,44,Itobi,2025-06-06,Online
280,18,Itobi,2025-06-24,Online
380,29,Mococa,2025-12-11,Online
276,44,Aguaí,2025-05-22,Física
290,58,Itobi,2025-04-21,Física
44,30,Itobi,2026-09-12,Física
